annotator_id,article,vanilla,simple,cot,oracle,class,vanilla_mean,simple_mean,cot_mean,oracle_mean,class_mean,highlights
31,allsides_elections_l_4,"[2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3]","[2, 2, 3, 2, 2, 2, 4, 1, 1, 1, 4, 4, 2, 1, 1, 3, 4]","[3, 2, 3, 2, 1, 1, 4, 2, 1, 1, 3, 4, 1, 1, 1, 4, 4]","[4, 2, 4, 2, 1, 1, 4, 3, 1, 1, 4, 4, 1, 4, 1, 1, 4]","[4, 2, 2, 3, 4, 2, 4, 2, 2, 3, 2, 4, 2, 2, 4, 4, 4]",1.5294117647058822,2.2941176470588234,2.235294117647059,2.4705882352941178,2.9411764705882355,"['The lies Trump told this week', 'The lies Trump told this week: from opposing the Iraq war to San Bernardino Last summer', 'ultra-hardline stance on immigration', 'reporters have had a notoriously difficult time pinning him down on what he actually proposes to do', 'campaign manager Kellyanne Conway appeared to waffle', 'To gain more time to fine-tune, the campaign postponed a speech', 'but also appeared to offer a path a forward and to contradict his previous promises', 'War zones are safer than America’s inner cities “The Democrats have failed completely in the inner cities. For those hurting the most who have been failed and failed by their politicians – year after year, failure after failure, worse numbers after worse numbers. Poverty. Rejection. Horrible education. No housing, no homes, no ownership. Crime at levels that nobody’s seen. You can go to war zones in countries that we are fighting and it’s safer than living in some of our inner cities that are run by the Democrats. And I ask you this, I ask you this – crime, all of the problems – to the African Americans, who I employ so many, so many people, to the Hispanics, tremendous people: what the hell do you have to lose?”', '“And, by the way, I know it doesn’t sound nice. But not everything is nice.”', 'We’re rounding ’em up in a very humane way, in a very nice way. ', 'At best, Trump is offering a broad-brush portrait of America’s cities and at worst he’s using language that is offensive to the very voters he’s trying to reach', 'runs counter to a trend of declining crime that has persisted for more than a quarter of a century', 'The lies Trump told this week: from Obama and Isis to support for vets ', 'a June analysis by the Associated Press found “few if any” black executives in the upper echelon of Trump’s organization.', 'but he delivers his speeches before largely white audiences.', 'So how did he get to 58%?', 'Economists have said it is statistically misleading to include segments of the population that are actively not seeking employment.']"
32,basil_80_hpo,"[5, 1, 1, 1, 5, 5, 5, 1, 5]","[5, 1, 1, 1, 5, 1, 1, 5, 1]","[5, 1, 1, 1, 5, 1, 1, 5, 5]","[5, 1, 1, 1, 5, 5, 5, 5, 5]","[5, 1, 1, 1, 5, 5, 1, 3, 5]",3.2222222222222223,2.3333333333333335,2.7777777777777777,3.6666666666666665,3.0,"[""Trump Attacks Justice Department As 'Deep State,' Calls For Jailing Top Clinton Aide WASHINGTON"", 'e ha', 'He has crit', 'resi', 'President Donald Trump on Tuesday renewed his attack on his “deep state” Justice Department, and said a top aide to 2016 election rival Hillary Clinton should be jailed.', 'Trump also said in his tweet that the Justice Department must act on “Comey and others,” a reference to former FBI Director James Comey', 'Trump fired him in May.', 'He has criticized Attorney General Jeff Sessions numerous times for recusing himself from supervising the Russia investigation', 'Trump asserted in a New York Times interview that he had the “absolute right to do what I want to do with the Justice Department.”']"
32,allsides_politics_r_5,"[3, 5, 3, 3, 1, 3, 5]","[5, 3, 5, 1, 1, 1, 5]","[3, 5, 3, 3, 1, 3, 5]","[5, 5, 3, 5, 1, 5, 5]","[3, 5, 3, 3, 1, 1, 3]",3.2857142857142856,3.0,3.2857142857142856,4.142857142857143,2.7142857142857144,"['The former Trump campaign adviser who accepted a plea deal for lying to the FBI about his contacts with Russians is a “proactive cooperator” with federal investigators, according to court documents unveiled on Monday.', ' The term, which refers to George Papadopoulos, generated speculation that the 30-year-old energy consultant has worn a wire to help prosecutors in the Office of Special Counsel Robert Mueller, who is investigating Russian interference in the presidential campaign.', '“proactive cooperation is generally understood to mean that the defendant will engage in some type of undercover work on behalf of the Government, such as wearing a wire and/or meeting face to face with persons suspected of involvement in criminal activity.” ', 'Papadopoulos was arrested on July 27 on charges that he lied to FBI agents during a Jan. 27 interview. Agents met with Papadopoulos as part of the bureau’s investigation into possible collusion between the Trump campaign and Russian government. As part of his plea deal, Papadopoulos acknowledged that he lied to agents during that meeting about his interactions with three Russian nationals.', ' Papadopoulos discussed arranging meetings between Russian government officials and the Trump campaign. One of Papadopoulos’ contacts, a London-based professor, also told him in April that the Russian government had obtained “thousands” of Hillary Clinton’s emails.', 'The indictment provides no evidence of collusion between the Trump campaign and Russian government. ', 'disclosure strongly suggests that Papadopoulos was wearing a wire or recording conversations with Trump associates. ']"
33,basil_43_fox,"[5, 2]","[4, 1]","[3, 5]","[5, 2]","[5, 4]",3.5,2.5,4.0,3.5,4.5,"['by Braley’s logic he, as a trial lawyer, would not be eligible to speak out on a number of policy issues like agriculture, energy or health care.', 'if you help me win this race you may have someone with your background, your experience, your voice, someone who’s been literally fighting tort reform for thirty years, in a visible or public way, on the Senate Judiciary Committee,” he said. “Or, you might have a farmer from Iowa who never went to law school, never practiced law, serving as the next chair of the Senate Judiciary Committee.”']"
33,allsides_violence_in_america_l_3,"[2, 1, 1, 5, 5, 1, 1]","[1, 1, 1, 5, 5, 1, 1]","[1, 1, 1, 1, 5, 1, 2]","[2, 1, 1, 3, 1, 1, 3]","[5, 5, 1, 3, 5, 2, 1]",2.2857142857142856,2.142857142857143,1.7142857142857142,1.7142857142857142,3.142857142857143,"['The statistics underline a story of bloodshed that has put Chicago at the center of a national dialogue about gun violence. ', 'He said anger at police, including in the wake of video released that showed a white Chicago officer shooting a black teenager 16 times, has left criminals ""emboldened"" to violent crimes. ', '""Any time a guy stealing a loaf of bread spends more time pre-trial in jail than a gun offender, something is wrong.""', ""Johnson, who has for months complained about Illinois' lax gun laws, said he thinks more and more gang members are arming themselves because the price for being caught is small compared to other large cities. "", ' all poor and predominantly black areas where gangs are most active. ', 'The video cost former Chicago Police Superintendent Garry McCarthy his job, sparked major protests around the city, and led to federal and state investigations of the police department.', 'But critics said they have no doubt that officers have become far more reluctant to do their jobs since the McDonald video was released and the officer who killed the teen was charged with murder. ""It\'s almost like a pull back so they (gangs) can kill each other sort of thing,"" said the Rev. Marshall Hatch, a prominent minister in one of Chicago\'s most dangerous neighborhoods on the West Side. ']"
34,allsides_elections_c_5,"[1, 5, 3, 1]","[2, 1, 3, 2]","[1, 1, 3, 2]","[1, 1, 3, 2]","[1, 1, 3, 2]",2.5,2.0,1.75,1.75,1.75,"['""We are standing behind you, and we are going to do everything we can to help you get back on your feet."" ', 'On Tuesday in Ohio, Mitt Romney sponsored a canned food drive for storm victims and told a parable about the virtue of individual action.', '""Every time you have an occasion to take something from the federal government and send it back to the states, that\'s the right direction,"" he said at the time. ""And if you can go even further and send it back to the private sector, that\'s even better."" ', ' ""I told the mayors and the governors if they\'re getting \'no\' for an answer somewhere in the federal government, they can call me personally at the White House,"" the president said. ']"
35,basil_61_fox,"[4, 4, 5]","[4, 4, 4]","[4, 4, 5]","[4, 4, 4]","[5, 4, 4]",4.333333333333333,4.0,4.333333333333333,4.0,4.333333333333333,"[' “I don’t make a habit out of supporting people who attack my wife and attack my family,” Cruz said at a press conference after a Wisconsin rally, according to The Hill.', ""“Donald, if you try to attack Heidi, you're more of a coward than I thought. #classless.”"", '“It is garbage, complete and utter lies,” Cruz said about the National Enquirer article alleging that he has had multiple affairs. “It is a tabloid smear, and it has come from Donald Trump and his henchmen.”']"
36,basil_72_nyt,"[5, 1, 1, 1, 1]","[5, 1, 5, 1, 1]","[1, 2, 3, 1, 1]","[5, 2, 5, 3, 1]","[5, 3, 5, 1, 2]",1.8,2.6,1.6,3.2,3.2,"['agents prize the bureau’s independence', 'one of Washington’s few apolitical institutions', 'repair some of the damage to morale', 'as bad as Watergate', 'badly in needed of credibility']"
36,allsides_us_house_c_5,"[4, 1, 5, 1, 1, 1, 1, 1, 5]","[5, 1, 5, 3, 1, 1, 1, 1, 5]","[4, 1, 5, 5, 1, 5, 5, 5, 5]","[5, 1, 3, 5, 1, 5, 1, 5, 1]","[4, 1, 5, 5, 1, 5, 5, 5, 1]",2.2222222222222223,2.5555555555555554,4.0,3.0,3.5555555555555554,"['over its contacts with Russia', ""may think it is OK the president's son was offered dirt as part of an effort to help Trump"", 'damaged the ""integrity"" of their panel', 'evidence of collusion', 'unlawfully lying and leaking', 'president could be potentially “compromised”', 'likened Schiff to Joseph McCarthy', 'abused his power', 'an ""ambush"" and ""cheap-shot”']"
37,basil_99_nyt,"[3, 3, 1, 1, 3, 5, 3, 3, 5]","[3, 3, 1, 3, 3, 5, 3, 3, 5]","[3, 3, 5, 5, 3, 5, 3, 3, 5]","[3, 3, 5, 5, 3, 5, 3, 3, 5]","[3, 3, 5, 5, 3, 5, 3, 3, 5]",3.0,3.2222222222222223,3.888888888888889,3.888888888888889,3.888888888888889,"['The Republican demand and the barbed response of the committee’s chairman, Representative Adam B. Schiff, echoed well outside the wood-paneled House hearing room.', 'Representative Michael R. Turner, Republican of Ohio, played the same card in the hearing room, fuming that Mr. Schiff would not accept Attorney General William P. Barr’s word that Mr. Mueller had not found the Trump campaign to have taken part in a conspiracy to undermine the election.', 'You might think that it’s O.K. that the president’s son-in-law sought to establish a secret back channel of communications with the Russians through a Russian diplomatic facility. I don’t think that’s O.K. You might think it’s O.K. that an associate of the president made direct contact with the G.R.U. through Guccifer 2.0 and WikiLeaks; that is considered a hostile intelligence agency,', 'You might say that’s all O.K. You might say that’s just what you need to do to win. But I don’t think it’s O.K. I think it’s immoral. I think it’s unethical. I think it’s unpatriotic. And yes, I think it’s corrupt.', 'History will clarify what has happened,” said Representative Jim Himes, Democrat of Connecticut.', 'Speaker Nancy Pelosi of California praised Mr. Schiff as “calm, professional, patriotic,” and said his work as the chairman of the committee has been “in stark contrast to the irresponsible and almost criminal behavior of the previous chair of the committee,', 'What is the president afraid of — that he would go after a chairman of the committee?” she said. “I think they’re just scaredy-cats. They just don’t know what to do.', 'The findings of the special counsel conclusively refute your past and present assertions and have exposed you as having abused your position to knowingly promote false information, having damaged the integrity of this committee, and undermined faith in U.S. government institutions,', 'We should not be used as a platform to spread false information and bizarre conspiracies,” Mr. Nunes said on Thursday in brief remarks before deferring to Mr. Conaway. ']"
37,basil_61_fox,"[5, 5, 3, 3, 3, 5, 3, 3, 5]","[5, 5, 3, 3, 3, 5, 3, 3, 5]","[5, 5, 3, 3, 3, 5, 3, 3, 5]","[5, 5, 3, 3, 3, 5, 3, 3, 5]","[5, 5, 3, 3, 3, 5, 3, 3, 5]",3.888888888888889,3.888888888888889,3.888888888888889,3.888888888888889,3.888888888888889,"['I don’t make a habit out of supporting people who attack my wife and attack my family,” Cruz said at a press conference after a Wisconsin rally', 'It is garbage, complete and utter lies,” Cruz said about the National Enquirer article alleging that he has had multiple affairs. “It is a tabloid smear, and it has come from Donald Trump and his henchmen.', 'Of course the National Enquirer story is 100 percent false!,” Pierson tweeted.', ""Lyin' Ted Cruz just used a picture of Melania from a GQ shoot in his ad,” Trump said on the social media site."", ""Be careful, Lyin' Ted, or I will spill the beans on your wife!"", ""Donald, if you try to attack Heidi, you're more of a coward than I thought. #classless."", 'The intensely personal feud between Cruz and Trump began earlier this week when a super PAC that opposes Trump posted a meme-style ad featuring a naked Melania Trump', ""An angry Trump lashed out at Cruz on Twitter, calling the senator a liar, as he has alleged before in the campaign, and threatening to “spill the beans” about Cruz's wife"", ""The lurch into the sort of personal territory that's normally off limits in campaigns occurred as an anti-Trump super PAC began running an ad in primary states featuring women reciting comments made by the billionaire that are derogatory toward women.""]"
38,basil_60_nyt,"[5, 1, 5, 1, 5, 5]","[3, 1, 5, 1, 5, 3]","[3, 1, 5, 5, 5, 5]","[4, 4, 3, 4, 4, 3]","[1, 1, 5, 5, 5, 3]",3.6666666666666665,3.0,4.0,3.6666666666666665,3.3333333333333335,"['“I’m not going to pay,” Vicente Fox said, using a profanity to comment about the wall Thursday in an interview with Fusion.', '“He should pay for it. He’s got the money.', ' Mr. Fox, who was president of Mexico from 2000 to 2006, was clear in his opposition to Mr. Trump, calling him “egocentric” and lacking in any political values', '“Mexican people, we are not going to pay any single cent for such a stupid wall!” Mr. Calderón told CNBC.', '“And it’s going to be completely useless.', ' Mr. Trump, who has been criticized for lacing his campaign speeches with profanity, called on Mr. Fox to apologize for using foul language when talking about the wall.']"
38,allsides_elections_c_5,"[5, 3, 3, 3, 3, 5]","[5, 3, 3, 5, 3, 1]","[5, 3, 3, 5, 3, 1]","[5, 5, 3, 5, 3, 1]","[5, 3, 5, 5, 3, 5]",3.6666666666666665,3.3333333333333335,3.3333333333333335,3.6666666666666665,4.333333333333333,"[' ""The most important message I have for them is that America\'s with you,"" he said. ""We are standing behind you, and we are going to do everything we can to help you get back on your feet.', ' Mitt Romney sponsored a canned food drive for storm victims and told a parable about the virtue of individual action.', ' ""And if everybody cleans their lane, why, we\'ll be able to get the job done,', 'Obama has promised to keep red tape from getting in the way of recovery.', ' the administration — the president himself and FEMA Administrator Craig Fugate have been outstanding with us so far,', ' We cannot afford to do those things without jeopardizing the future for our kids.']"
39,basil_35_nyt,"[3, 1, 1, 5, 1, 1]","[5, 3, 1, 5, 1, 1]","[5, 5, 1, 5, 3, 1]","[5, 3, 5, 5, 3, 1]","[5, 1, 3, 5, 1, 1]",2.0,2.6666666666666665,3.3333333333333335,3.6666666666666665,2.6666666666666665,"['Mr. Morell, administration officials said, deleted a reference in the draft version of the talking points to C.I.A. warnings of extremist threats in Libya, which State Department officials objected to because they feared it would reflect badly on them.', 'The White House released the e-mails to reporters after Republicans seized on snippets of the correspondence that became public on Friday to suggest that President Obama’s national security staff had been complicit in trying to alter the talking points for political reasons. ', 'Still, the final version of the talking points is stripped of material — including a reference to Libya being awash with weapons and fighters that made it a dangerous environment — which critics say would have raised questions about the State Department’s security posture.', 'Republicans welcomed the release of the e-mails, saying they confirmed that the administration had airbrushed its account of the attack during an election campaign.', '“The seemingly political nature of the State Department’s concerns raises questions about the motivations behind these changes and who at the State Department was seeking them,” said Brendan Buck, a spokesman for Speaker John A. Boehner.', 'Twenty-three minutes later, Ms. Nuland sent White House and intelligence officials an even more pointed e-mail, objecting that the talking points could be “abused” by lawmakers “to beat the State Department for not paying attention to agency warnings so why do we want to feed that either? Concerned ... ” ']"
39,allsides_race_and_racism_c_4,"[3, 3, 3, 5, 5, 1, 1, 1, 1, 1]","[5, 3, 3, 5, 5, 1, 1, 1, 3, 3]","[5, 5, 1, 5, 5, 5, 5, 1, 3, 3]","[3, 5, 3, 5, 5, 5, 5, 1, 3, 1]","[3, 5, 3, 5, 5, 5, 5, 5, 1, 3]",2.4,3.0,3.8,3.6,4.0,"['Like much of the evidence of the deadly event, the history of what’s been called “the single worst incident of racial violence in American history” has been buried. ', 'White mobs flooded into Greenwood, looting homes, burning businesses and killing residents. ', 'An unproven accusation of an assault of a white woman by a black man caused long-bubbling white resentment to boil over into violence.', 'Despite the scale of violence, the Tulsa race massacre has been a largely forgotten part of U.S. history.', 'There was also a widespread effort to strip the historical record of evidence of the event. ', 'For decades, the event was known as the Tulsa race riot, a title seen by many as a euphemism that minimized the true impact of the rampage.', '“The word ‘riot’ suggested something uncontrolled and mindless, rather than the very specific targeting of black success. Further, by flipping victim and perpetrator, these accounts both blamed black Tulsans and absolved the white mob.” — Alaina E. Roberts,', 'The bombing of Black Wall Street is common knowledge to a large percentage of black folks … but apparently it’s news to a lot of people who prefer a whitewashed, sanitized version of American history.”', 'The dead were tossed into the Arkansas River and unmarked mass graves. News accounts were cut out of the Tulsa Tribune before they were assembled into bound reference volumes. The incident was not a part of the Oklahoma public schools’ curriculum until 2000, and only recently entered American-history textbooks.” ', 'Tulsa’s massacre happened in a time that we don’t talk about. It upends the history lessons that Americans pass down — that black people were passive victims from the slave ships to the ‘I Have a Dream’ speech, that white violence was the unique dogma of church-bombing extremists. Black Wall Street scrambles the accepted timeline so much that it’s easier to forget the place ever existed.” — Victor Luckerson, the Ringer']"
40,basil_72_nyt,"[3, 3, 1, 3, 3, 5]","[5, 1, 3, 5, 1, 5]","[3, 3, 5, 3, 3, 5]","[5, 3, 3, 5, 3, 5]","[5, 1, 5, 3, 3, 5]",3.0,3.3333333333333335,3.6666666666666665,4.0,3.6666666666666665,"[' whose agents prize the bureau’s independence as one of Washington’s few apolitical institutions.', 'The F.B.I. has not had that special reputation with what happened in the campaign, what happened with respect to the Clinton campaign, and even, you could say — directly or indirectly — with respect to the much more successful Trump campaign.', 'to repair some of the damage to morale wrought by Mr. Comey’s sudden firing', 'o lend his bipartisan reputation to a president badly in needed of credibility ', 'to lend his bipartisan reputation to a president badly in needed of credibility', 'raising the prospect of conflict-of-interest accusations.']"
40,allsides_us_house_c_5,"[5, 1, 5, 3, 5, 3, 1, 5]","[5, 1, 5, 3, 1, 3, 1, 3]","[5, 1, 5, 3, 1, 3, 3, 5]","[5, 1, 5, 3, 1, 5, 5, 1]","[5, 1, 5, 3, 1, 5, 5, 1]",3.5,2.75,3.25,3.25,3.25,"['Schiff at the opening of an Intelligence Committee hearing on Russia listed contacts between the Trump campaign and Russia that he described as being ""not OK,"" signaling he\'ll fiercely defend himself from the calls to end his chairmanship', '""My colleagues may think it is OK the president\'s son was offered dirt as part of an effort to help Trump,"" Schiff said in his statement, pausing at times for dramatic effect. ""You might think it is OK. I don’t,"" Schiff added, his voice rising as he went on', 'Rep. Mike Conaway Kenneth (Mike) Michael ConawayGOP motions to subpoena whistleblower Live coverage: House holds first public impeachment hearing Walden retirement adds to GOP election woes MORE (R-Texas) said Schiff had lost confidence in the panel by promoting a ""demonstrably false"" narrative that has damaged the ""integrity"" of their panel.', 'Trump and his GOP allies have seized on the revelation, claiming it exonerates Trump and attacking Schiff and other Democrats who described what they viewed as evidence of collusion over the course of Mueller’s 22-month probe', '“Congressman Adam Schiff, who spent two years knowingly and unlawfully lying and leaking, should be forced to resign from Congress!” Trump said', 'Schiff has said he plans to move forward with the panel’s sprawling investigation into Trump’s links to Russia, financial and otherwise, and allegations the president could be potentially “compromised” by the Kremlin or another foreign power.', '“Mr. Chairman, I am asking for your resignation today because I believe you are advancing Putin’s work. I believe the chair has abused his power and these processes and he’s misrepresenting the information we’ve received in classified sessions,” Turner said.', 'Democratic Rep. Mike Quigley Michael (Mike) Bruce QuigleyLive coverage: House holds first public impeachment hearing Sondland emerges as key target after Vindman testimony In testimony, Dems see an ambassador scorned, while GOP defends Trump MORE (Ill.) calling the GOP attack an ""ambush"" and ""cheap-shot” in remarks to The Hill during a brief break for votes.']"
41,basil_43_fox,"[5, 4, 5]","[5, 5, 2]","[5, 4, 5]","[5, 4, 4]","[5, 5, 4]",4.666666666666667,4.0,4.666666666666667,4.333333333333333,4.666666666666667,"['never went to law school', 'Braley says if elected to the Senate to replace retiring Democratic Sen. Tom Harkin, he would want to serve on the Senate Judiciary Committee. ', 'you might have a farmer from Iowa who never went to law school, never practiced law, serving as the next chair of the Senate Judiciary Committee.']"
41,allsides_race_and_racism_r_4,"[5, 4, 3, 5, 5, 4, 4]","[5, 5, 3, 5, 4, 5, 4]","[5, 5, 3, 5, 5, 2, 2]","[5, 5, 4, 5, 4, 4, 4]","[5, 5, 4, 5, 5, 5, 4]",4.285714285714286,4.428571428571429,3.857142857142857,4.428571428571429,4.714285714285714,"['A white police officer who killed a black woman inside her Texas home while responding to a neighbor’s call about an open front door “didn’t have time to perceive a threat” before he opened fire', 'Her family told KXAS television that Jefferson was watching her 8-year-old nephew when she was killed early Saturday. ', 'two officers searching the home from the outside with flashlights before one shouts', 'O’Neil confirmed that the officer did not announce he was police before he fired the fatal shot and that his failure to do so is part of the department’s investigation', 'who called a police non-emergency number about the open door', 'but that any “camera footage inside the residence” could not be distributed due to state law', 'Police did not immediately respond to a message seeking comment Sunday']"
42,basil_35_nyt,"[1, 5, 1, 1, 1]","[3, 5, 1, 1, 1]","[3, 5, 3, 1, 1]","[3, 5, 3, 5, 1]","[3, 5, 3, 5, 1]",1.8,2.2,2.6,3.4,3.4,"['Republicans seized on snippets of the correspondence that became public on Friday to suggest that President Obama’s national security staff had been complicit in trying to alter the talking points for political reasons', 'Republicans welcomed the release of the e-mails, saying they confirmed that the administration had airbrushed its account of the attack during an election campaign.', '“The seemingly political nature of the State Department’s concerns raises questions about the motivations behind these changes and who at the State Department was seeking them,” ', 'critics say would have raised questions about the State Department’s security posture.', '“In recent days, these e-mails have been selectively and inaccurately read out to the media,”']"
42,allsides_violence_in_america_l_3,"[1, 5, 1, 1, 5, 1, 1, 1, 1]","[3, 5, 3, 1, 5, 3, 3, 1, 1]","[3, 5, 1, 1, 5, 1, 3, 1, 3]","[5, 5, 1, 1, 5, 1, 3, 3, 5]","[5, 5, 5, 1, 5, 1, 1, 1, 5]",1.8888888888888888,2.7777777777777777,2.5555555555555554,3.2222222222222223,3.2222222222222223,"['The statistics underline a story of bloodshed that has put Chicago at the center of a national dialogue about gun violence', 'Police and city officials have lamented the flood of illegal guns into the city, and the crime statistics appeared to support their claims', 'He said anger at police, including in the wake of video released that showed a white Chicago officer shooting a black teenager 16 times, has left criminals ""emboldened"" to violent crimes', '""Any time a guy stealing a loaf of bread spends more time pre-trial in jail than a gun offender, something is wrong."" ', "" The bulk of the deaths and shooting incidents, which jumped from 2,426 in 2015 to 3,550 last year, occurred in only five of the city's 22 police districts on the city's South and West sides, all poor and predominantly black areas where gangs are most active."", 'The video cost former Chicago Police Superintendent Garry McCarthy his job, sparked major protests around the city, and led to federal and state investigations of the police department.', 'But critics said they have no doubt that officers have become far more reluctant to do their jobs since the McDonald video was released and the officer who killed the teen was charged with murder.', '""It\'s almost like a pull back so they (gangs) can kill each other sort of thing,""', '""Criminals watch TV, pay attention to the media,"" he said. ""They see an opportunity to commit nefarious activity.""']"
43,basil_18_fox,"[5, 3, 1, 3, 1]","[3, 3, 1, 3, 5]","[3, 3, 1, 3, 3]","[3, 3, 1, 1, 3]","[3, 3, 1, 3, 1]",2.6,3.0,2.6,2.2,2.2,"['Down in the polls, Texas Gov. Rick Perry is on the attack, claiming in a new TV ad that President Obama is waging a ""War on Religion,"" and he\'s the GOP candidate that can defend faith in America.', 'I\'m not ashamed to admit that I\'m a Christian, but you don\'t need to be in the pew every Sunday to know there\'s something wrong in this country when gays can serve openly in the military but our kids can\'t openly celebrate Christmas or pray in school. As President, I\'ll end Obama\'s war on religion. And I\'ll fight against liberal attacks on our religious heritage,"" says Perry in the new ad titled ""Strong.', 'o less substantive examples like Obama leaving God out of his Thanksgiving speech this year.', 'In one emailed statement, Perry stated, ""just when you thought Barack Obama couldn\'t get any more out of touch with America\'s values, AP reports his administration wants to make foreign aid decisions based on gay rights.', ""This administration's war on traditional American values must stop. This is just the most recent example of an administration at war with people of faith in this country. Investing tax dollars promoting a lifestyle many Americas of faith find so deeply objectionable is wrong.""]"
43,allsides_immigration_r_5,"[5, 4, 1, 2, 4, 1]","[5, 4, 1, 3, 3, 1]","[4, 5, 4, 1, 4, 1]","[4, 4, 2, 4, 3, 1]","[4, 5, 4, 2, 3, 1]",2.8333333333333335,2.8333333333333335,3.1666666666666665,3.0,3.1666666666666665,"['Obama ripped Trump as “cruel,” lacking “basic decency” and acting “contrary to our spirit, and to common sense.', 'The former president claimed DACA recipients “pose no threat” and “are not taking away anything from the rest of us.” (RELATED: Sympathetic Media Scrambles To Trot Out Shiny ‘Dreamers,’ But Forgets All The Nightmares) ', '“To target these young people is wrong – because they have done nothing wrong. It is self-defeating – because they want to start new businesses, staff our labs, serve in our military, and otherwise contribute to the country we love. And it is cruel,” Obama wrote in a lengthy Facebook post, following Attorney General Jeff Sessions’ announcement that the administration would be gradually rolling back the amnesty program.', '“What if our kid’s science teacher, or our friendly neighbor turns out to be a Dreamer? Where are we supposed to send her? To a country she doesn’t know or remember, with a language she may not even speak?” ', '“Let’s be clear: the action taken today isn’t required legally. It’s a political decision, and a moral question. Whatever concerns or complaints Americans may have about immigration in general, we shouldn’t threaten the future of this group of young people who are here through no fault of their own, who pose no threat, who are not taking away anything from the rest of us,”', 'Obama claimed. “They are that pitcher on our kid’s softball team, that first responder who helps out his community after a disaster, that cadet in ROTC who wants nothing more than to wear the uniform of the country that gave him a chance. Kicking them out won’t lower the unemployment rate, or lighten anyone’s taxes, or raise anybody’s wages.”']"
44,mpqa_34,"[5, 5]","[5, 3]","[5, 3]","[5, 3]","[5, 3]",5.0,4.0,4.0,4.0,4.0,"['China issued its annual report on human rights in the United States on Monday, accusing Washington of turning a blind eye to abuses in its own land while criticizing other countries for theirs. ', '""Once again the United States, assuming the role of `world judge of human rights\' has distorted human rights conditions in many countries and regions in the world, including China, and accused them of human rights violations, all the while turning a blind eye to its own human rights-related problems,"" the Chinese report said.']"
44,allsides_gun_control_and_gun_rights_l_4,"[5, 1, 1, 3, 1]","[1, 1, 3, 1, 1]","[1, 1, 2, 1, 1]","[1, 1, 1, 1, 1]","[3, 1, 1, 1, 1]",2.2,1.4,1.2,1.0,1.4,"['First, anyone who is on the "" no-fly"" list because of suspected terrorist leanings or activity should be a prohibited purchaser.', 'Obviously, the terrorists would skip the line.', 'At present, many states have failed to furnish the names of prohibited purchasers, and guns have been turned over to killers simply because the three-day mandated period for investigation was too short to ascertain the necessary facts.', 'The Orlando shooter is alleged to have been a violent wife abuser.', 'National Rifle Association darling John Lott has stated that "" 98 percent of the time that people use guns defensively, they merely have to brandish a weapon to break off an attack.""']"
45,basil_8_hpo,"[3, 3, 3, 2, 4, 4, 3, 3, 4, 4, 1, 5, 2, 2]","[3, 3, 1, 1, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1]","[4, 1, 1, 1, 1, 3, 3, 1, 3, 3, 1, 1, 1, 1]","[5, 3, 3, 1, 1, 3, 3, 2, 4, 5, 1, 1, 1, 1]","[3, 2, 5, 1, 1, 5, 4, 3, 4, 3, 1, 1, 1, 1]",3.0714285714285716,2.0714285714285716,1.7857142857142858,2.4285714285714284,2.5,"['significantly increase the risk"" of a double dip recession', ""If they [Democrats] don't pass this bill in the next couple weeks it will materially increase the risk that the economy would stall out and we would have a double dip,"", 'What I said it would significantly increase the risk,""', ' Summers replied. The message was hardly subtle. But it certainly was debatabl', 'downplayed the significance ', ' of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.', 'The wait would not cause a double dip,"" he said. ""A double dip would come out of the reality of a relatively contractionary fiscal policy... I do think the deal that they announced is stimulative. And it ought to boost growth by some increment... But the issue is, that the deal certainly is not enough to lift the economy to a different place. Will we see what happened with the large stimulus happen here, which is once the stimulus is over the economy returns to slow growth? That\'s the danger. And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""', ""he physics and the blood and the sweat that might be involved in that, I'm not entirely sure I would put it quite as simply as that"", 'what are the consequences of playing it?', '""Do they have a sense of how this ends and how long will that take, because as Larry said there are real consequences to that. Just as the forecasts went up on the basis of this agreement they will go down if this agreement fails. That we know. We know that on January 1 people\'s taxes will go up, we know that at the end of this month 2 million people will lose their unemployment insurance', 'real', 'consequences to that decision.', 'We, I think we all stipulate, the president did', 'ho on earth thinks that that is somehow going to be a fundamentally better agreement than the one we are looking at right now? No one I have ever talked t']"
